"","V1","V2"
"1","FIM_IgG4","IPV1_IgG3"
"2","FIM_IgG4","DT_FcgR3b"
"3","FIM_IgG4","PT_FcgR3b"
"4","FIM_IgG4","FIM_IgG"
"5","FIM_IgG4","FHA_FcgR2a"
"6","FIM_IgG4","FIM_ADCD"
"7","FIM_IgG4","TT_FcgR3b"
"8","FIM_IgG4","PRN_IgG"
"9","FIM_IgG4","IPV3_FcgR3b"
"10","FIM_IgG4","FIM_FcgR3b"
"11","FIM_IgG4","PT_IgG4"
"12","FIM_IgG4","PRN_IgG4"
"13","FIM_IgG4","FHA_IgG1"
"14","FIM_IgG4","FIM_IgG3"
"15","FIM_IgG4","FHA_IgG4"
"16","FIM_IgG4","DT_IgG4"
"17","FIM_IgG4","IPV3_IgG3"
"18","FIM_IgG4","DT_IgG1"
"19","TT_IgG3","ACT_FcgR2a"
"20","TT_IgG3","PRN_FcgR2a"
"21","TT_IgG3","TT_IgG4"
"22","TT_IgG3","FIM_ADCD"
"23","TT_IgG3","TT_FcgR3b"
"24","TT_IgG3","PRN_IgG3"
"25","TT_IgG3","PRN_IgG"
"26","TT_IgG3","PT_IgG2"
"27","TT_IgG3","PT_IgG4"
"28","TT_IgG3","DT_IgG3"
"29","TT_IgG3","FIM_FcgR2a"
"30","TT_IgG3","PT_IgG3"
"31","TT_IgG3","FIM_IgG3"
"32","TT_IgG3","PRN_FcgR3b"
"33","TT_IgG3","DT_IgG4"
"34","TT_IgG3","FHA_IgG2"
"35","TT_IgG3","FHA_IgG3"
"36","TT_IgG3","DT_IgG1"
"37","TT_IgG3","PT_IgG"
"38","IPV1_IgG3","ACT_FcgR2a"
"39","IPV1_IgG3","IPV1_IgG4"
"40","IPV1_IgG3","PT_FcgR2a"
"41","IPV1_IgG3","DT_FcgR3b"
"42","IPV1_IgG3","DT_FcgR2a"
"43","IPV1_IgG3","IPV1_FcgR3b"
"44","IPV1_IgG3","TT_FcgR3b"
"45","IPV1_IgG3","ACT_IgG1"
"46","IPV1_IgG3","IPV1_FcgR2a"
"47","IPV1_IgG3","DT_IgG3"
"48","IPV1_IgG3","FHA_ADCD"
"49","IPV1_IgG3","FIM_FcgR2a"
"50","IPV1_IgG3","DT_IgG4"
"51","IPV1_IgG3","IPV3_IgG4"
"52","IPV1_IgG3","IPV3_IgG1"
"53","IPV1_IgG3","IPV1_IgG1"
"54","IPV1_IgG3","IPV3_IgG3"
"55","IPV1_IgG3","IPV2_IgG3"
"56","ACT_FcgR2a","TT_ADNP"
"57","ACT_FcgR2a","FHA_IgG"
"58","ACT_FcgR2a","IPV3_ADCD"
"59","ACT_FcgR2a","IPV3_FcgR2a"
"60","ACT_FcgR2a","TT_ADCD"
"61","ACT_FcgR2a","FHA_FcgR2a"
"62","ACT_FcgR2a","IPV1_FcgR3b"
"63","ACT_FcgR2a","FHA_FcgR3b"
"64","ACT_FcgR2a","PRN_IgG"
"65","ACT_FcgR2a","ACT_IgG1"
"66","ACT_FcgR2a","ACT_FcgR3b"
"67","ACT_FcgR2a","DT_ADCD"
"68","ACT_FcgR2a","PT_IgG4"
"69","ACT_FcgR2a","IPV2_FcgR2a"
"70","ACT_FcgR2a","PRN_ADCD"
"71","ACT_FcgR2a","DT_IgG3"
"72","ACT_FcgR2a","FHA_ADCD"
"73","ACT_FcgR2a","FIM_FcgR2a"
"74","ACT_FcgR2a","PT_IgG3"
"75","ACT_FcgR2a","ACT_IgG2"
"76","ACT_FcgR2a","DT_IgG4"
"77","ACT_FcgR2a","PT_ADNP"
"78","ACT_FcgR2a","IPV3_IgG4"
"79","ACT_FcgR2a","FHA_IgG3"
"80","ACT_FcgR2a","IPV1_IgG1"
"81","ACT_FcgR2a","ACT_IgG3"
"82","ACT_FcgR2a","DT_IgG1"
"83","TT_ADNP","PT_FcgR2a"
"84","TT_ADNP","PRN_ADNP"
"85","TT_ADNP","DT_FcgR3b"
"86","TT_ADNP","IPV3_FcgR2a"
"87","TT_ADNP","TT_IgG4"
"88","TT_ADNP","IPV1_FcgR3b"
"89","TT_ADNP","FIM_ADCD"
"90","TT_ADNP","FHA_FcgR3b"
"91","TT_ADNP","TT_FcgR3b"
"92","TT_ADNP","PRN_IgG"
"93","TT_ADNP","DT_ADCP"
"94","TT_ADNP","ACT_IgG1"
"95","TT_ADNP","PT_IgG4"
"96","TT_ADNP","DT_ADNP"
"97","TT_ADNP","FIM_IgG3"
"98","TT_ADNP","FHA_IgG4"
"99","TT_ADNP","TT_ADCP"
"100","TT_ADNP","TT_IgG"
"101","TT_ADNP","PT_ADNP"
"102","TT_ADNP","PRN_ADCP"
"103","FHA_IgG","PRN_FcgR2a"
"104","FHA_IgG","PT_FcgR2a"
"105","FHA_IgG","IPV2_IgG2"
"106","FHA_IgG","DT_FcgR2a"
"107","FHA_IgG","IPV2_IgG4"
"108","FHA_IgG","PT_FcgR3b"
"109","FHA_IgG","IPV2_ADCD"
"110","FHA_IgG","FHA_FcgR2a"
"111","FHA_IgG","IPV1_FcgR3b"
"112","FHA_IgG","FHA_FcgR3b"
"113","FHA_IgG","TT_FcgR3b"
"114","FHA_IgG","PRN_IgG3"
"115","FHA_IgG","PRN_IgG"
"116","FHA_IgG","FIM_IgG1"
"117","FHA_IgG","ACT_FcgR3b"
"118","FHA_IgG","FIM_FcgR3b"
"119","FHA_IgG","PRN_IgG4"
"120","FHA_IgG","IPV1_FcgR2a"
"121","FHA_IgG","TT_IgG1"
"122","FHA_IgG","FHA_IgG1"
"123","FHA_IgG","FHA_ADCD"
"124","FHA_IgG","TT_FcgR2a"
"125","FHA_IgG","PT_IgG1"
"126","FHA_IgG","PT_IgG3"
"127","FHA_IgG","FIM_IgG3"
"128","FHA_IgG","PRN_FcgR3b"
"129","FHA_IgG","DT_IgG2"
"130","FHA_IgG","FHA_IgG4"
"131","FHA_IgG","TT_IgG"
"132","FHA_IgG","ACT_ADCD"
"133","FHA_IgG","DT_IgG4"
"134","FHA_IgG","PT_ADNP"
"135","FHA_IgG","FHA_IgG2"
"136","FHA_IgG","FHA_IgG3"
"137","FHA_IgG","IPV1_IgG1"
"138","FHA_IgG","IPV3_IgG3"
"139","FHA_IgG","PRN_IgG1"
"140","FHA_IgG","PT_IgG"
"141","PRN_FcgR2a","PT_FcgR2a"
"142","PRN_FcgR2a","DT_FcgR3b"
"143","PRN_FcgR2a","DT_FcgR2a"
"144","PRN_FcgR2a","IPV2_IgG4"
"145","PRN_FcgR2a","TT_IgG4"
"146","PRN_FcgR2a","FHA_FcgR2a"
"147","PRN_FcgR2a","FHA_FcgR3b"
"148","PRN_FcgR2a","PRN_IgG3"
"149","PRN_FcgR2a","PRN_IgG"
"150","PRN_FcgR2a","ACT_FcgR3b"
"151","PRN_FcgR2a","PT_IgG4"
"152","PRN_FcgR2a","PRN_ADCD"
"153","PRN_FcgR2a","IPV1_FcgR2a"
"154","PRN_FcgR2a","TT_IgG1"
"155","PRN_FcgR2a","FHA_ADCD"
"156","PRN_FcgR2a","TT_FcgR2a"
"157","PRN_FcgR2a","IPV2_IgG1"
"158","PRN_FcgR2a","PRN_FcgR3b"
"159","PRN_FcgR2a","TT_IgG"
"160","PRN_FcgR2a","DT_IgG4"
"161","PRN_FcgR2a","PRN_IgG2"
"162","PRN_FcgR2a","PRN_IgG1"
"163","PRN_FcgR2a","PT_IgG"
"164","PRN_FcgR2a","PT_ADCD"
"165","IPV3_ADCD","PRN_ADNP"
"166","IPV3_ADCD","IPV3_FcgR2a"
"167","IPV3_ADCD","TT_ADCD"
"168","IPV3_ADCD","IPV2_ADCD"
"169","IPV3_ADCD","TT_IgG4"
"170","IPV3_ADCD","FHA_FcgR3b"
"171","IPV3_ADCD","FIM_IgG1"
"172","IPV3_ADCD","IPV1_ADCD"
"173","IPV3_ADCD","DT_ADCD"
"174","IPV3_ADCD","PT_IgG4"
"175","IPV3_ADCD","PRN_ADCD"
"176","IPV3_ADCD","FHA_ADCD"
"177","IPV3_ADCD","ACT_ADCD"
"178","IPV3_ADCD","IPV2_FcgR3b"
"179","IPV3_ADCD","IPV3_IgG1"
"180","IPV3_ADCD","PT_ADCD"
"181","IPV1_IgG4","IPV3_FcgR2a"
"182","IPV1_IgG4","IPV2_IgG4"
"183","IPV1_IgG4","PT_FcgR3b"
"184","IPV1_IgG4","IPV1_FcgR3b"
"185","IPV1_IgG4","FIM_IgG1"
"186","IPV1_IgG4","FIM_FcgR3b"
"187","IPV1_IgG4","IPV2_FcgR2a"
"188","IPV1_IgG4","IPV1_FcgR2a"
"189","IPV1_IgG4","FIM_FcgR2a"
"190","IPV1_IgG4","PT_IgG3"
"191","IPV1_IgG4","FHA_IgG4"
"192","IPV1_IgG4","DT_IgG4"
"193","IPV1_IgG4","IPV3_IgG1"
"194","IPV1_IgG4","PRN_IgG1"
"195","PT_FcgR2a","PRN_ADNP"
"196","PT_FcgR2a","IPV3_FcgR2a"
"197","PT_FcgR2a","DT_FcgR2a"
"198","PT_FcgR2a","PT_FcgR3b"
"199","PT_FcgR2a","FIM_IgG"
"200","PT_FcgR2a","FHA_FcgR2a"
"201","PT_FcgR2a","IPV1_FcgR3b"
"202","PT_FcgR2a","FIM_ADCD"
"203","PT_FcgR2a","TT_FcgR3b"
"204","PT_FcgR2a","PRN_IgG"
"205","PT_FcgR2a","IPV3_FcgR3b"
"206","PT_FcgR2a","PT_IgG2"
"207","PT_FcgR2a","PT_IgG4"
"208","PT_FcgR2a","IPV2_FcgR2a"
"209","PT_FcgR2a","IPV1_FcgR2a"
"210","PT_FcgR2a","TT_IgG1"
"211","PT_FcgR2a","DT_IgG3"
"212","PT_FcgR2a","FHA_ADCD"
"213","PT_FcgR2a","TT_FcgR2a"
"214","PT_FcgR2a","PT_IgG1"
"215","PT_FcgR2a","PT_IgG3"
"216","PT_FcgR2a","FIM_IgG3"
"217","PT_FcgR2a","TT_ADCP"
"218","PT_FcgR2a","TT_IgG"
"219","PT_FcgR2a","ACT_ADCD"
"220","PT_FcgR2a","DT_IgG4"
"221","PT_FcgR2a","IPV3_IgG3"
"222","PT_FcgR2a","PT_IgG"
"223","PT_FcgR2a","PT_ADCD"
"224","IPV2_IgG2","FIM_IgG"
"225","IPV2_IgG2","FIM_IgG1"
"226","IPV2_IgG2","IPV2_FcgR2a"
"227","IPV2_IgG2","IPV2_IgG1"
"228","IPV2_IgG2","FHA_IgG2"
"229","IPV2_IgG2","IPV2_FcgR3b"
"230","IPV2_IgG2","IPV2_IgG3"
"231","PRN_ADNP","IPV2_ADCD"
"232","PRN_ADNP","FHA_FcgR2a"
"233","PRN_ADNP","TT_IgG2"
"234","PRN_ADNP","TT_FcgR3b"
"235","PRN_ADNP","DT_ADCP"
"236","PRN_ADNP","FIM_IgG1"
"237","PRN_ADNP","FIM_FcgR3b"
"238","PRN_ADNP","PT_IgG4"
"239","PRN_ADNP","TT_IgG1"
"240","PRN_ADNP","FHA_ADCD"
"241","PRN_ADNP","DT_ADNP"
"242","PRN_ADNP","PT_IgG1"
"243","PRN_ADNP","FIM_FcgR2a"
"244","PRN_ADNP","PRN_FcgR3b"
"245","PRN_ADNP","DT_IgG2"
"246","PRN_ADNP","TT_ADCP"
"247","PRN_ADNP","PT_ADNP"
"248","PRN_ADNP","FHA_IgG3"
"249","PRN_ADNP","IPV2_FcgR3b"
